"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-01","2021","01","01","","","M","","M","","M","","M","","M","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-02","2021","01","02","","","M","","M","","M","","M","","M","","","","","","","","","1","","37",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-03","2021","01","03","","","M","","M","","M","","M","","M","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-04","2021","01","04","","","M","","M","","M","","M","","M","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-05","2021","01","05","","","M","","M","","M","","M","","M","","","","","","","","","9","","31",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-06","2021","01","06","","","M","","M","","M","","M","","M","","","","","","","","","12","","46",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-07","2021","01","07","","","M","","M","","M","","M","","M","","","","","","","","","33","","55",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-08","2021","01","08","","","M","","M","","M","","M","","M","","","","","","","","","33","","54",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-09","2021","01","09","","","M","","M","","M","","M","","M","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-10","2021","01","10","","","M","","M","","M","","M","","M","","","","","","","","","8","","31",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-11","2021","01","11","","","M","","M","","M","","M","","M","","","","","","","","","9","","50",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-12","2021","01","12","","","M","","M","","M","","M","","M","","","","","","","","","9","","46",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-13","2021","01","13","","","M","","M","","M","","M","","M","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-14","2021","01","14","","","M","","M","","M","","M","","M","","","","","","","","","33","","55",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-15","2021","01","15","","","M","","M","","M","","M","","M","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-16","2021","01","16","","","M","","M","","M","","M","","M","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-17","2021","01","17","","","M","","M","","M","","M","","M","","","","","","","","","","M","","M"
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-18","2021","01","18","","","M","","M","","M","","M","","M","","","","","","","","","","","",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-19","2021","01","19","","","M","","M","","M","","M","","M","","","","","","","","","10","","46",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-20","2021","01","20","","","M","","M","","M","","M","","M","","","","","","","","","34","","33",""
"-107.82","69.04","CAPE PEEL WEST","2400697","2021-01-21","2021","01","21","","","M","","M","","M","","M","","M","","","","","","","","","32","","37",""
